1	-2.18e-05
0.99337	0.0012218
0.98195	0.0033724
0.96887	0.0058162
0.9544	0.0085284
0.93895	0.011428
0.92294	0.014419
0.90665	0.017438
0.89023	0.020452
0.87376	0.02344
0.85727	0.026393
0.84079	0.029302
0.82434	0.032157
0.8079	0.034952
0.79146	0.037687
0.77502	0.040362
0.75857	0.042982
0.74212	0.045548
0.7257	0.048054
0.70929	0.050492
0.69292	0.052858
0.67657	0.055146
0.66026	0.05735
0.64401	0.059459
0.6278	0.06146
0.6116	0.063347
0.5954	0.065122
0.57918	0.066794
0.56294	0.068362
0.54671	0.069828
0.53047	0.071187
0.51424	0.072437
0.498	0.073583
0.4818	0.074623
0.46565	0.075546
0.44955	0.076336
0.43349	0.076984
0.41745	0.077488
0.4014	0.077853
0.38537	0.078084
0.36936	0.078178
0.3534	0.078125
0.33748	0.077915
0.32157	0.07755
0.3057	0.077033
0.28987	0.076363
0.27412	0.075526
0.25843	0.074513
0.24279	0.073316
0.22719	0.071932
0.21163	0.070364
0.19611	0.068623
0.1807	0.066717
0.16548	0.064641
0.15048	0.062382
0.13576	0.059935
0.12143	0.057317
0.10762	0.054561
0.094573	0.051711
0.082504	0.048811
0.071582	0.045896
0.061886	0.043009
0.053401	0.04018
0.046042	0.037433
0.039681	0.03478
0.034187	0.032218
0.029433	0.029738
0.02531	0.027328
0.021744	0.024951
0.018644	0.022616
0.015939	0.020335
0.013581	0.01811
0.011531	0.015934
0.0097646	0.013803
0.008234	0.011729
0.0069436	0.0096966
0.0058824	0.0077008
0.0050416	0.0057416
0.0044198	0.0038228
0.0040536	0.0019432
0.0039222	0.0001134
0.0040426	-0.0017024
0.0043196	-0.0035506
0.004925	-0.0053652
0.0059296	-0.0070792
0.0071462	-0.008767
0.008536	-0.010456
0.010185	-0.012058
0.012139	-0.013561
0.014321	-0.015034
0.016771	-0.016452
0.019514	-0.017803
0.022581	-0.019075
0.026012	-0.020258
0.029854	-0.02134
0.034173	-0.022295
0.039049	-0.0231
0.044586	-0.023729
0.050914	-0.024156
0.058193	-0.024348
0.066608	-0.024273
0.076339	-0.023906
0.087491	-0.023235
0.10006	-0.022251
0.11395	-0.020969
0.12896	-0.019463
0.14474	-0.017842
0.161	-0.016181
0.17756	-0.014504
0.19427	-0.012814
0.21103	-0.011114
0.2278	-0.009412
0.24452	-0.0077356
0.26119	-0.006114
0.27784	-0.00455
0.29452	-0.0030344
0.31121	-0.0015502
0.32786	-0.0001004
0.3444	0.0012844
0.36089	0.0025762
0.3774	0.0037898
0.39392	0.004938
0.41041	0.0060154
0.42688	0.0070082
0.44334	0.0079066
0.45988	0.0087182
0.47651	0.0094656
0.49323	0.010177
0.50995	0.010865
0.52664	0.011523
0.54324	0.012128
0.55975	0.012654
0.57622	0.013085
0.59271	0.013427
0.60922	0.013689
0.62575	0.013877
0.64229	0.01399
0.65886	0.01403
0.67546	0.014004
0.69208	0.01392
0.70871	0.013777
0.72535	0.013577
0.74197	0.013322
0.75857	0.01301
0.77514	0.012635
0.79167	0.01219
0.80818	0.011671
0.82468	0.011072
0.84117	0.010398
0.85767	0.0096474
0.87415	0.0088308
0.89059	0.0079466
0.90693	0.0070008
0.92309	0.005993
0.93894	0.004916
0.95427	0.0038088
0.96869	0.0027024
0.98181	0.001627
0.9933	0.0006112
1	-2.18e-05
