airfoil_15
     1.000000    0.000003
     0.993316    0.001187
     0.981765    0.003276
     0.968520    0.005677
     0.953924    0.008366
     0.938401    0.011244
     0.922402    0.014200
     0.906181    0.017168
     0.889872    0.020114
     0.873528    0.023022
     0.857174    0.025885
     0.840827    0.028695
     0.824486    0.031446
     0.808129    0.034137
     0.791749    0.036774
     0.775322    0.039363
     0.758854    0.041918
     0.742377    0.044440
     0.725925    0.046920
     0.709506    0.049347
     0.693126    0.051714
     0.676788    0.054012
     0.660501    0.056234
     0.644280    0.058368
     0.628118    0.060395
     0.611982    0.062309
     0.595835    0.064113
     0.579672    0.065816
     0.563498    0.067418
     0.547328    0.068918
     0.531152    0.070309
     0.514963    0.071595
     0.498763    0.072784
     0.482597    0.073875
     0.466506    0.074853
     0.450494    0.075694
     0.434527    0.076385
     0.418564    0.076923
     0.402569    0.077318
     0.386560    0.077584
     0.370569    0.077719
     0.354620    0.077714
     0.338701    0.077555
     0.322795    0.077246
     0.306919    0.076797
     0.291122    0.076200
     0.275423    0.075434
     0.259792    0.074483
     0.244207    0.073339
     0.228628    0.071997
     0.213037    0.070466
     0.197456    0.068769
     0.181964    0.066920
     0.166642    0.064908
     0.151527    0.062706
     0.136630    0.060297
     0.122003    0.057697
     0.107797    0.054947
     0.094272    0.052112
     0.081726    0.049243
     0.070391    0.046381
     0.060379    0.043557
     0.051675    0.040782
     0.044174    0.038068
     0.037731    0.035423
     0.032199    0.032841
     0.027440    0.030314
     0.023338    0.027836
     0.019826    0.025354
     0.016799    0.022896
     0.014176    0.020494
     0.011906    0.018158
     0.009946    0.015888
     0.008271    0.013681
     0.006814    0.011560
     0.005590    0.009503
     0.004578    0.007506
     0.003768    0.005566
     0.003169    0.003678
     0.002860    0.001830
     0.002823    0.000031
     0.003047   -0.001778
     0.003394   -0.003635
     0.003941   -0.005516
     0.004724   -0.007394
     0.005775   -0.009227
     0.007004   -0.011067
     0.008517   -0.012809
     0.010392   -0.014429
     0.012498   -0.016034
     0.014890   -0.017586
     0.017592   -0.019072
     0.020641   -0.020474
     0.024076   -0.021783
     0.027947   -0.022986
     0.032325   -0.024054
     0.037297   -0.024959
     0.042976   -0.025677
     0.049502   -0.026182
     0.057043   -0.026444
     0.065783   -0.026429
     0.075880   -0.026111
     0.087390   -0.025473
     0.100249   -0.024489
     0.114343   -0.023168
     0.129506   -0.021609
     0.145381   -0.019967
     0.161642   -0.018329
     0.178144   -0.016704
     0.194766   -0.015069
     0.211422   -0.013412
     0.228063   -0.011744
     0.244625   -0.010108
     0.261119   -0.008544
     0.277635   -0.007052
     0.294236   -0.005608
     0.310905   -0.004179
     0.327546   -0.002758
     0.344034   -0.001386
     0.360434   -0.000113
     0.376834    0.001077
     0.393220    0.002198
     0.409544    0.003237
     0.425815    0.004171
     0.442100    0.004989
     0.458489    0.005705
     0.475045    0.006354
     0.491741    0.006983
     0.508455    0.007615
     0.525101    0.008240
     0.541604    0.008818
     0.557967    0.009305
     0.574284    0.009676
     0.590654    0.009943
     0.607111    0.010129
     0.623639    0.010251
     0.640212    0.010319
     0.656824    0.010337
     0.673463    0.010309
     0.690114    0.010238
     0.706774    0.010123
     0.723445    0.009967
     0.740117    0.009772
     0.756782    0.009536
     0.773441    0.009259
     0.790087    0.008940
     0.806704    0.008575
     0.823313    0.008159
     0.839899    0.007694
     0.856468    0.007173
     0.873016    0.006602
     0.889517    0.005977
     0.905936    0.005300
     0.922202    0.004569
     0.938189    0.003788
     0.953665    0.002968
     0.968272    0.002126
     0.981589    0.001295
     0.993243    0.000500
     1.000000    0.000003
