1	1.18e-05
0.99203	0.0019724
0.97905	0.0052618
0.96468	0.0090022
0.94884	0.013181
0.93151	0.017836
0.9127	0.022937
0.8927	0.028371
0.87183	0.033947
0.8503	0.039605
0.82858	0.045363
0.80694	0.051238
0.78549	0.056973
0.76409	0.06239
0.74251	0.067613
0.7209	0.072633
0.69911	0.077463
0.67721	0.082182
0.65553	0.086718
0.63406	0.090976
0.61269	0.094986
0.59149	0.098768
0.57054	0.10227
0.54972	0.10545
0.52894	0.10837
0.50829	0.11107
0.48793	0.11352
0.46793	0.11568
0.44827	0.11749
0.42885	0.11896
0.40963	0.12009
0.3906	0.12091
0.37178	0.12141
0.35321	0.1216
0.3349	0.12146
0.31685	0.12099
0.29908	0.12019
0.28154	0.119
0.26418	0.11748
0.24707	0.11568
0.23031	0.11364
0.21405	0.11138
0.19841	0.1089
0.18344	0.10619
0.16914	0.10322
0.15554	0.1001
0.14272	0.096854
0.13072	0.093483
0.11953	0.090036
0.10916	0.086577
0.09964	0.083161
0.090959	0.079816
0.08309	0.076551
0.075977	0.073372
0.06955	0.070301
0.063728	0.067364
0.058437	0.06457
0.053592	0.06191
0.049115	0.059378
0.044939	0.056951
0.041001	0.054613
0.037261	0.052343
0.033685	0.050116
0.030256	0.047906
0.02697	0.045696
0.023829	0.043466
0.020841	0.041203
0.018019	0.038886
0.015371	0.036508
0.012901	0.034068
0.010613	0.031568
0.0085114	0.029007
0.0065892	0.0264
0.0048542	0.023747
0.0033644	0.02102
0.002122	0.01823
0.0010986	0.015403
0.0002752	0.012559
-0.0003532	0.0097088
-0.0007896	0.0068602
-0.0010302	0.004023
-0.0011024	0.0012058
-0.001072	-0.0015964
-0.0006874	-0.0043314
0.0002116	-0.0069838
0.0014174	-0.009565
0.0027112	-0.012101
0.0041516	-0.014587
0.0057362	-0.017012
0.0074646	-0.019361
0.0093678	-0.021592
0.011456	-0.023677
0.013701	-0.025618
0.016094	-0.027405
0.01862	-0.029036
0.021266	-0.030498
0.024014	-0.031794
0.026844	-0.032922
0.029734	-0.033886
0.03266	-0.034692
0.035593	-0.035343
0.038499	-0.035845
0.041361	-0.036201
0.044185	-0.036409
0.047016	-0.036469
0.049942	-0.036375
0.053071	-0.036124
0.056511	-0.035712
0.060377	-0.03513
0.064783	-0.034367
0.069838	-0.033418
0.075647	-0.032262
0.082325	-0.030875
0.089995	-0.029229
0.098777	-0.027299
0.10877	-0.025084
0.11999	-0.022628
0.13236	-0.02004
0.14574	-0.017506
0.16036	-0.015225
0.17668	-0.012972
0.19457	-0.010541
0.21382	-0.0080582
0.23429	-0.0055276
0.25561	-0.0029786
0.27746	-0.0005092
0.2998	0.0018138
0.32262	0.0040648
0.34554	0.006279
0.36827	0.0083048
0.39101	0.010101
0.41388	0.011718
0.43681	0.013197
0.45967	0.014516
0.48253	0.015649
0.50537	0.016632
0.52807	0.017439
0.55081	0.017975
0.57384	0.018365
0.5968	0.018667
0.61952	0.018766
0.64232	0.018595
0.66544	0.018238
0.68871	0.017797
0.71184	0.017244
0.73485	0.01648
0.75805	0.015469
0.7816	0.014324
0.80518	0.013202
0.82846	0.012163
0.85109	0.011144
0.87276	0.010071
0.89339	0.0088908
0.91295	0.0076118
0.93133	0.0062768
0.9484	0.0049068
0.96416	0.0035238
0.97863	0.0021682
0.99185	0.000856
1	1.18e-05
