1	6.5e-05
0.99318	0.0011
0.9813	0.003035
0.96765	0.005329
0.95275	0.00796
0.93704	0.010783
0.92105	0.013652
0.90501	0.016494
0.88897	0.01927
0.87295	0.021978
0.85693	0.024616
0.84091	0.027178
0.82486	0.029669
0.80871	0.032099
0.79246	0.034491
0.77607	0.036866
0.75956	0.039259
0.74301	0.041671
0.7265	0.044086
0.71004	0.046484
0.69365	0.048853
0.67733	0.051176
0.6611	0.053444
0.64496	0.05564
0.62892	0.057732
0.61293	0.059715
0.59693	0.06159
0.5809	0.063371
0.56488	0.065057
0.54887	0.066642
0.53285	0.068115
0.51678	0.069489
0.50066	0.070786
0.4846	0.072005
0.46865	0.073121
0.45285	0.07409
0.43711	0.074887
0.42135	0.075511
0.40549	0.075981
0.38955	0.076333
0.37359	0.076572
0.35766	0.076686
0.34176	0.076654
0.32585	0.076487
0.30998	0.076206
0.29425	0.075793
0.27868	0.075204
0.2632	0.074409
0.24774	0.073396
0.23221	0.072159
0.21656	0.070721
0.20082	0.069135
0.18511	0.067428
0.16956	0.065576
0.15415	0.063517
0.13879	0.061202
0.12344	0.058646
0.10823	0.055912
0.093519	0.053114
0.079782	0.050324
0.067413	0.047593
0.056611	0.044927
0.047359	0.042288
0.039505	0.039656
0.032856	0.037031
0.027229	0.034398
0.022457	0.031755
0.018407	0.029105
0.01503	0.026362
0.012187	0.023597
0.009769	0.020891
0.007719	0.018279
0.005984	0.015773
0.004537	0.013375
0.003264	0.011137
0.002206	0.009019
0.001317	0.007019
0.000584	0.005127
4.2e-05	0.003316
-0.000124	0.001547
7.5e-05	-0.000175
0.000558	-0.001967
0.00108	-0.003846
0.001481	-0.005893
0.00171	-0.008181
0.002347	-0.010377
0.003174	-0.012594
0.004348	-0.014686
0.006025	-0.016598
0.007941	-0.018533
0.010187	-0.020422
0.012788	-0.022245
0.015791	-0.023972
0.019236	-0.025595
0.023179	-0.027102
0.027706	-0.028451
0.032918	-0.029606
0.038952	-0.030546
0.045973	-0.031248
0.054169	-0.031684
0.063721	-0.03182
0.074733	-0.031624
0.087137	-0.031067
0.10072	-0.030085
0.11532	-0.028666
0.13088	-0.026975
0.14698	-0.025279
0.16324	-0.0237
0.17959	-0.022204
0.196	-0.020706
0.21239	-0.019157
0.22871	-0.017574
0.24488	-0.016039
0.26095	-0.014619
0.27712	-0.013307
0.29352	-0.012042
0.31013	-0.010751
0.32676	-0.009402
0.34312	-0.008062
0.35929	-0.006836
0.37542	-0.005705
0.39147	-0.004652
0.40737	-0.003709
0.42316	-0.002922
0.43899	-0.002305
0.45502	-0.001828
0.47138	-0.001425
0.48802	-0.001002
0.5047	-0.000511
0.52126	3.2e-05
0.53752	0.000544
0.55351	0.000933
0.56943	0.001153
0.58552	0.001234
0.60183	0.00123
0.61835	0.001187
0.63501	0.001142
0.65173	0.001105
0.66847	0.001072
0.68519	0.001034
0.70192	0.000989
0.71868	0.000942
0.73547	0.000896
0.7523	0.000851
0.76919	0.000819
0.78612	0.000814
0.80302	0.000836
0.8199	0.000877
0.83671	0.000934
0.85346	0.000987
0.87017	0.00103
0.88683	0.001053
0.90344	0.001048
0.91998	0.001009
0.93631	0.000968
0.95215	0.000866
0.96722	0.000685
0.98104	0.000465
0.9931	0.000222
1	6.5e-05
