08-Mar-2018 10:55:05

Rotor = T-Motor 18 inch    Motor = Scorpion SII-4020-420KV    Rotation = CCW

Tunnel RPM = 550.0    AoA = 5 deg   Motor Speed = 3000 rpm

Scan Rate = 2000 Hz   Number of Readings = 5000   Pressure = 29.26 inHg  

  Time(s)       Temp(f)    Velocity(m/s)    Position(deg)     Fx(N)         Fy(N)         Fz(N)        Tx(Nm)        Ty(Nm)       Tz(Nm) 
  0.116299     69.593847      12.147914       287.639074     -13.294557      7.483561      18.287340      0.632698     -0.568167    -0.187033  
  0.116674     69.688541      12.145048       296.765390     -19.893921     -0.433706      15.600307      0.748863     -0.508345    -0.210556  
  0.117052     69.530720      12.139284       305.868000     -21.830646     -2.202489      12.081568      1.026462     -0.540136    -0.276779  
  0.117417     69.183511      12.135301       312.884596     -17.152590     -10.398856      7.962339      1.119248     -0.628913    -0.278463  
  0.117793     68.520665      12.284698       321.750123     -9.475202     -15.751837      5.873907      1.121640     -0.722228    -0.148725  
  0.118173     68.646920      12.133093       330.971283     -3.067623     -13.539197      7.543390      1.193988     -0.635590    -0.185669  
  0.118552     68.615359      12.124829       340.950945      8.416985     -17.799389      17.272447      0.976087     -0.616239    -0.234014  
  0.118916     68.899435      12.134676       350.006160      8.708553     -4.416929      13.419197      0.958228     -0.549666    -0.305151  
  0.119295     68.836308      12.139217       359.345781      10.319731     -7.718903      6.779797      0.707786     -0.644747    -0.244228  
  0.119675     68.994129      12.125221       8.563616      4.309712     -0.323706      2.091125      0.619977     -0.603102    -0.214375  
  0.120043     69.372898      12.151962       17.618813     -2.248495      1.942068      13.771312      0.496513     -0.280190    -0.154032  
  0.120406     69.593847      12.159765       26.531779     -3.357388     -7.805200      15.652700      0.178933     -0.218364    -0.251439  
  0.120768     69.656974      12.167068       35.634387     -4.709240      1.932355      26.138652      0.169397     -0.062976    -0.222086  
  0.121132     69.751668      12.174732       44.405128      1.000587     -0.090578      24.555539      0.020084     -0.074349    -0.340559  
  0.121494     69.436026      12.180300       53.673665      11.618092      7.320419      8.334412      0.004568     -0.467611    -0.269034  
  0.121880     69.341332      12.184462       62.989612      15.217259      8.660583      7.365616     -0.082184     -0.590739    -0.173598  
  0.122325     69.341332      12.187088       71.760352      15.122115      2.693798      10.302101     -0.224829     -0.572742    -0.251658  
  0.122692     69.720101      12.217680       80.934073      5.714517      17.166677      18.171353     -0.000622     -0.377775    -0.247805  
  0.123056     69.688541      12.198961       89.823333     -1.131221      6.845757      8.227468     -0.007368     -0.514011    -0.248066  
  0.123542     69.688541      12.198961       98.688895     -4.011955      4.481816      13.708080      0.144380     -0.632647    -0.182504  
  0.123920     69.656974      12.198598       107.554449     -10.574505      11.372835      18.470166      0.448400     -0.604019    -0.244614  
  0.124321     69.688541      12.196337       116.372598     -17.615527     -2.955364      11.440583      0.561270     -0.585476    -0.241620  
  0.124692     69.530720      12.193206       125.522621     -17.405836      2.721817      10.500226      0.846157     -0.588566    -0.193942  
  0.125063     69.309771      12.188037       134.293357     -16.996340     -12.293586      9.929661      0.915928     -0.605775    -0.153543  
  0.125433     69.057256      12.182503       143.775235     -11.249968     -14.035127      3.209879      1.090515     -0.703113    -0.283363  
  0.125801     68.899435      12.012898       152.948965     -4.960509     -11.695809      9.726669      1.124698     -0.632158    -0.187841  
  0.126169     68.583792      12.167862       161.767114      8.805248     -17.882660      16.493919      1.021089     -0.705217    -0.187749  
  0.126536     68.710047      12.166690       170.277097      9.146368     -7.166522      17.039623      1.030279     -0.596856    -0.194882  
  0.126903     68.836308      12.162890       179.593047      12.695473     -7.623661      6.360027      0.872435     -0.703230    -0.273318  
  0.127270     68.741614      12.155230       188.719346      1.301426     -5.250106      5.570790      0.760215     -0.528845    -0.217367  
  0.127639     69.246644      12.164981       197.845662     -2.263693     -1.542755      7.785951      0.663072     -0.389231    -0.271097  
  0.128006     69.341332      12.162125       207.043080     -3.172102     -5.091458      16.099015      0.446682     -0.255511    -0.210449  
  0.128371     69.341332      12.163440       215.884936      0.928738     -0.290129      19.198705      0.341779     -0.237886    -0.244473  
  0.128737     69.593847      12.285455       225.200887      5.775779      1.886041      36.311014      0.293340     -0.083815    -0.233788  
  0.129105     69.404459      12.162851       234.019036      5.239928      4.583093      9.310769      0.221115     -0.347425    -0.264411  
  0.129475     69.183511      12.164255       243.216454      12.366471      6.259089      8.631911      0.164021     -0.581310    -0.225824  
  0.129843     69.309771      12.168336       252.010915      15.267621      9.171979      8.934187      0.092953     -0.684916    -0.329740  
  0.130209     69.530720      12.173506       260.971285      7.847865      12.931843      16.895071      0.175234     -0.530108    -0.333420  
  0.130577     69.404459      12.154957       270.168703      2.469902      9.911481      9.398684      0.238159     -0.585534    -0.248531  
  0.130945     69.057256      12.173313       278.702410     -4.870756      7.038517      7.989065      0.380332     -0.656126    -0.165504  
  0.131314     69.656974      12.189410       287.852415     -11.895233      6.234769      17.061395      0.583580     -0.569606    -0.206368  
  0.131682     69.909489      12.196256       296.149056     -19.586456      0.630923      16.858633      0.733612     -0.473478    -0.323999  
  0.132049     69.593847      12.192621       305.417612     -21.953411     -1.765053      10.041883      0.986332     -0.530319    -0.291973  
  0.132419     69.088823      12.192049       314.449084     -17.737419     -9.487608      7.666864      1.053595     -0.587744    -0.134674  
  0.132787     68.836308      12.193070       323.978394     -8.604629     -15.983243      7.594677      1.090033     -0.691534    -0.099669  
  0.133153     68.867868      12.196055       333.080986     -0.952983     -12.167333      7.405014      1.183478     -0.644623    -0.298448  
  0.133526     68.646920      12.231438       342.207284      10.101179     -19.918288      16.837513      0.906540     -0.594241    -0.277695  
  0.133883     68.836308      12.200931       351.381031      9.128770     -6.020024      13.673627      0.881942     -0.493795    -0.206444  
  0.134238     68.867868      12.201295       360.459917      9.143215     -6.392252      6.807073      0.690673     -0.562094    -0.145687  
  0.134598     69.088823      12.203845       8.895482      3.200544      2.546627      1.541764      0.609708     -0.532662    -0.235001  
  0.134954     69.404459      12.206176       17.926973     -2.061505      0.972030      14.521626      0.421503     -0.228917    -0.266150  
  0.135313     69.562280      12.200130       26.863646     -1.670048     -6.307801      17.976720      0.147299     -0.162857    -0.253317  
  0.135669     69.751668      12.199689       36.013660     -2.173529      4.815925      25.245117      0.164321     -0.049838    -0.197571  
  0.136028     69.688541      12.193712       44.523651      0.891584     -3.168131      22.759855     -0.032233     -0.041298    -0.339668  
  0.136388     69.404459      12.129926       53.318094      12.490650      5.168475      7.648301     -0.054279     -0.435516    -0.231923  
  0.136744     69.183511      12.172140       62.610338      15.046675      10.443171      7.788766     -0.082875     -0.547753    -0.100920  
  0.137100     69.530720      12.162987       71.784059      15.195573      6.224669      10.987776     -0.182630     -0.529098    -0.275749  
  0.137458     69.846362      12.156082       81.242231      6.394900      15.413932      19.968840     -0.033595     -0.345366    -0.260513  
  0.137815     69.783235      12.142180       90.012976     -0.906859      6.406310      8.141919     -0.029062     -0.490393    -0.313740  
  0.138173     69.562280      12.137009       98.925942     -4.665764      5.512579      13.521830      0.176927     -0.608286    -0.179106  
  0.138625     69.814795      12.125390       107.696679     -14.430955      12.527875      16.731914      0.520858     -0.546451    -0.169383  
  0.139143     69.625413      12.115298       117.060034     -18.209614     -2.777606      11.398384      0.588945     -0.571715    -0.209819  
  0.139661     69.720101      12.107131       125.878183     -16.865331     -1.258899      13.184865      0.816559     -0.580677    -0.298145  
  0.140219     69.215077      12.096067       135.051903     -14.425471     -14.943471      10.353377      0.923382     -0.629285    -0.238706  
  0.140715     68.994129      12.088252       144.225624     -9.312928     -12.422373      3.930108      1.106764     -0.716029    -0.231961  
  0.141162     68.899435      12.085847       153.494161     -5.739112     -9.586618      8.990987      1.121395     -0.594448    -0.093000  
  0.141611     68.741614      12.085365       162.620478      9.164681     -17.902310      14.703620      0.957099     -0.716065    -0.222005  
  0.142067     68.836308      12.044065       171.770483      11.337332     -4.867482      15.202567      1.035337     -0.660777    -0.274886  
  0.142512     68.489099      12.087763       180.896799      14.908845     -9.395334      6.850482      0.824098     -0.753045    -0.253655  
  0.142928     68.899435      12.105666       190.023115      2.024170     -4.999178      6.949029      0.722302     -0.536331    -0.076065  
  0.143302     68.773180      12.116095       198.343463     -4.468876      0.236883      7.183666      0.686599     -0.354733    -0.242358  
  0.143686     69.404459      12.125968       207.446073     -4.058329     -6.551623      13.822302      0.438643     -0.274344    -0.316542  
  0.144071     69.593847      12.151866       217.046466      1.360626      0.073015      24.603802      0.330913     -0.223628    -0.272420  
  0.144455     69.436026      12.161898       226.030561      6.282975     -0.106117      34.449027      0.263838     -0.127938    -0.185056  
  0.144824     69.309771      12.170965       235.180566      5.495031      5.655535      7.258371      0.241550     -0.398236    -0.183807  
  0.145204     69.278204      12.240050       243.951303      11.845003      8.402494      8.630165      0.191608     -0.587342    -0.250044  
  0.145588     69.372898      12.205812       253.101325      13.026953      5.439326      9.893640      0.047907     -0.674621    -0.382193  
  0.145972     69.688541      12.222555       260.710531      5.357949      14.827536      16.098508      0.194894     -0.542075    -0.266893  
  0.146339     69.499153      12.236070       270.287236      0.126319      10.317002      9.505729      0.262785     -0.607912    -0.171464  
  0.146729     69.467592      12.251385       279.034266     -5.522254      7.122552      11.293307      0.422657     -0.666825    -0.206267  
  0.147131     69.625413      12.255824       288.468731     -12.008659      6.252537      19.618890      0.629527     -0.596688    -0.250645  
  0.147535     69.372898      12.263340       297.405413     -20.131823     -2.311562      13.191861      0.747367     -0.540318    -0.187676  
  0.147894     69.215077      12.271940       306.531711     -21.597326     -3.436942      9.608460      1.020435     -0.562826    -0.193248  
  0.148294     69.215077      12.277151       315.729129     -16.553232     -7.950961      7.860088      1.105991     -0.627310    -0.206386  
  0.148697     69.025689      12.274953       324.760638     -10.038209     -16.239774      6.277143      1.084190     -0.694505    -0.218419  
  0.149102     68.804741      12.277594       333.981762      1.917445     -14.959914      8.349670      1.152916     -0.712379    -0.313359  
  0.149492     68.646920      12.275761       343.226593      10.192583     -15.926838      19.563290      0.952346     -0.601578    -0.171539  
  0.149866     68.962562      12.280729       352.447718      8.524374     -6.610818      12.313564      0.868209     -0.503272    -0.131017  
  0.150265     68.994129      12.281095       0.527722      6.839207     -5.367583      4.089240      0.675721     -0.593495    -0.189569  
  0.150669     69.341332      12.276011       9.298462      0.864067      1.490631      0.244209      0.603052     -0.546255    -0.344929  
  0.151070     69.436026      12.266680       18.329953     -1.312496     -0.950120      17.548745      0.391483     -0.257455    -0.221788  
  0.151456     69.372898      12.262035       27.598493     -0.839542     -4.846094      19.780918      0.118107     -0.194383    -0.135358  
  0.151832     70.035744      12.273630       36.392938     -1.453796      5.158072      25.668706      0.133102     -0.065658    -0.196223  
  0.152237     69.814795      12.247564       45.542952      0.184779     -2.396996      20.611315     -0.065311     -0.072704    -0.420242  
  0.152641     69.341332      12.240780       54.930013      14.141750      6.578287      5.977174     -0.084184     -0.521542    -0.264711  
  0.153045     69.278204      12.234822       63.842980      14.987272      10.130913      9.282661     -0.139570     -0.560410    -0.062061  
  0.153405     69.467592      12.166207       73.040406      15.211138      7.249653      11.405668     -0.211110     -0.512767    -0.220305  
  0.153809     69.941056      12.228090       81.858556      6.785593      17.299184      20.388379     -0.035328     -0.362873    -0.303823  
  0.154210     69.909489      12.223796       90.771522     -1.721075      5.332640      7.139319     -0.036024     -0.505619    -0.367162  
  0.154655     69.530720      12.211564       99.684489     -4.880395      4.703554      14.828446      0.166851     -0.602266    -0.156777  
  0.155100     69.625413      12.206103       108.028543     -13.676745      12.618595      15.470764      0.513184     -0.566021    -0.125090  
  0.155587     69.404459      12.199622       116.657058     -17.179157     -3.896555      10.935275      0.593979     -0.588234    -0.202749  
  0.155980     69.783235      12.200052       125.878183     -16.419853     -0.907480      13.275529      0.836519     -0.561949    -0.293532  
  0.156353     69.183511      12.186582       134.672635     -15.324096     -14.119665      9.552893      0.943876     -0.589607    -0.236114  
  0.156756     68.899435      12.265672       143.727831     -10.273434     -12.154282      3.819979      1.132611     -0.674748    -0.132290  
  0.157159     68.646920      12.180398       153.873448     -3.464849     -11.835278      10.871201      1.113557     -0.592527    -0.085244  
  0.157561     68.646920      12.173839       162.786406      10.238220     -19.688193      15.909572      0.955376     -0.705589    -0.264071  
  0.157928     68.804741      12.176969       172.078650      11.128792     -3.382963      13.469620      1.073690     -0.652369    -0.347529  
  0.158321     68.678486      12.179450       181.204966      14.188359     -9.306960      6.540256      0.845988     -0.712264    -0.232065  
  0.158725     68.867868      12.172446       190.473504      2.368971     -5.642106      7.692769      0.722234     -0.494825    -0.029291  
  0.159127     69.372898      12.188764       199.339066     -3.749808     -1.018370      8.703684      0.666362     -0.316417    -0.184262  
  0.159526     69.562280      12.188320       208.489071     -3.654057     -4.974295      11.676600      0.451547     -0.257296    -0.343408  
  0.159900     69.593847      12.189996       217.544268      2.276954      1.890406      26.169698      0.352856     -0.188947    -0.311251  
  0.160259     69.404459      12.190439       226.504656      5.229399     -1.682811      32.934895      0.235421     -0.091645    -0.169054  
  0.160618     69.372898      12.191388       235.559835      5.487942      5.065286      6.514184      0.212234     -0.373819    -0.144520  
  0.160975     69.246644      12.189933       244.472811      11.372538      9.403696      9.245047      0.185814     -0.545148    -0.255623  
  0.161334     69.372898      12.183513       253.528007      12.598787      6.190755      11.202732      0.044223     -0.626642    -0.394577  
  0.161690     69.215077      12.196127       262.393570      5.590297      15.324839      16.674449      0.182247     -0.512510    -0.233395  
  0.162049     69.372898      12.192700       271.401353      0.464810      10.555028      8.777691      0.250104     -0.591433    -0.173395  
  0.162410     69.562280      12.188320       280.219503     -4.873908      7.426764      11.258690      0.417681     -0.646010    -0.316543  
  0.162769     69.751668      12.183933       289.393214     -13.579615      7.055095      19.551149      0.638202     -0.545387    -0.259107  
  0.163127     69.436026      12.189491       298.116537     -20.113439     -4.246975      12.040992      0.730194     -0.526902    -0.168048  
  0.163485     69.341332      12.173956       307.290285     -20.832044     -3.038893      12.110141      1.024115     -0.532843    -0.119828  
  0.163843     69.183511      12.164255       315.586926     -16.154130     -10.372535      8.647533      1.093563     -0.605415    -0.246132  
  0.164201     68.962562      12.163028       324.547279     -10.014071     -14.636001      5.207015      1.100350     -0.667586    -0.273691  
  0.164559     68.710047      12.066482       334.218827      0.313127     -14.303776      7.785225      1.149058     -0.658426    -0.250528  
  0.164914     68.646920      12.151511       343.416245      8.751552     -18.013221      18.902832      0.923375     -0.564460    -0.116378  
  0.165273     68.678486      12.157132       353.040345      8.550753     -4.048504      11.833182      0.890987     -0.488717    -0.144501  
  0.165631     68.899435      12.160988       0.480313      8.621142     -6.679443      4.944310      0.641858     -0.605446    -0.286756  
  0.165987     69.215077      12.160674       9.606623      2.248619      1.519790      0.884233      0.579418     -0.549361    -0.343791  
  0.166344     69.278204      12.166659       18.804048     -1.176362      1.559967      16.781654      0.412201     -0.246684    -0.180101  
  0.166701     69.278204      12.167973       27.693310     -1.547279     -6.336118      18.087833      0.109414     -0.213152    -0.160522  
  0.167060     69.720101      12.178313       36.772211     -4.136913      2.516568      27.255768      0.119965     -0.010165    -0.203242  
  0.167415     69.783235      12.318880       45.353313      0.571457      0.982445      21.398134     -0.007839     -0.076004    -0.406872  
  0.167772     69.467592      12.191167       54.337394      12.157395      6.294318      7.287850     -0.048591     -0.494330    -0.233862  
  0.168131     69.151950      12.194088       63.937801      15.661649      11.050942      8.252652     -0.076806     -0.573725    -0.070479  
  0.168490     69.656974      12.209089       73.111517      15.763715      3.187366      12.509742     -0.202763     -0.531485    -0.233989  
  0.168847     69.909489      12.223796       82.119310      6.414337      16.110151      17.252634     -0.003216     -0.398374    -0.303305  
  0.169202     69.656974      12.219571       90.913753     -2.117516      6.851801      7.325006      0.034894     -0.523209    -0.298505  
  0.169567     69.436026      12.236647       99.613378     -5.114474      3.642770      13.878700      0.206534     -0.622298    -0.151812  
  0.169932     69.562280      12.252482       108.573758     -12.437383      10.409221      17.499908      0.497035     -0.585936    -0.165498  
  0.170526     69.372898      12.258121       117.842295     -17.393202     -4.107482      11.542409      0.594737     -0.597989    -0.260631  
  0.171121     69.656974      12.270545       127.039713     -16.514568      1.623527      11.024713      0.886718     -0.605467    -0.279940  
  0.171726     69.151950      12.276418       135.739339     -16.480650     -12.441714      8.792433      0.955923     -0.615151    -0.159352  
  0.172244     68.899435      12.273487       144.936766     -11.081455     -15.333441      3.453216      1.105519     -0.695582    -0.217070  
  0.172679     68.773180      12.285034       154.300130     -3.541983     -12.607626      10.414092      1.119473     -0.626492    -0.138598  
  0.173063     68.646920      12.305654       163.331620      7.688213     -18.555343      18.174053      0.993153     -0.674368    -0.218613  
  0.173443     68.836308      12.294869       172.505331      8.387065     -4.309053      14.337582      1.061787     -0.625209    -0.255436  
  0.173813     68.741614      12.296366       181.726474      11.666737     -7.486417      7.118718      0.845527     -0.695488    -0.236337  
  0.174196     69.088823      12.301705       190.592018      1.713785     -4.440043      7.190342      0.736500     -0.516125    -0.150711  
  0.174581     69.341332      12.307242       199.481287     -2.377402     -0.339260      8.744692      0.670212     -0.357334    -0.232491  
  0.174961     69.278204      12.302608       208.678705     -3.386756     -5.892890      13.065400      0.453195     -0.249815    -0.217794  
  0.175329     69.404459      12.302776       217.639094      3.143604     -1.694867      23.360161      0.333973     -0.220428    -0.217423  
  0.175715     69.499153      12.303877       226.860218      5.509819      1.223303      34.487835      0.274151     -0.071880    -0.264294  
  0.176104     69.499153      12.169200       235.891709      6.129282      6.354789      5.975328      0.237974     -0.382778    -0.298865  
  0.176488     69.278204      12.286998       244.733564      12.465962      7.304688      8.826122      0.164499     -0.584117    -0.270240  
  0.176853     69.183511      12.281993       253.338373      13.245269      8.264316      10.732258      0.057526     -0.643373    -0.286568  
  0.177237     69.404459      12.275440       262.583204      5.644507      11.383608      17.813279      0.156441     -0.488757    -0.193172  
  0.177629     69.593847      12.261986       271.235425     -0.113422      13.186674      7.410092      0.294971     -0.581290    -0.233364  
  0.178056     69.688541      12.263083       280.100970     -6.194054      8.139765      9.418323      0.422902     -0.642490    -0.313373  
  0.178416     69.814795      12.254098       288.160582     -14.008771      4.041785      20.029267      0.599938     -0.528038    -0.230738  
  0.178816     69.436026      12.237955       296.670564     -19.144074     -2.972324      15.284100      0.758759     -0.501837    -0.119760  
  0.179216     69.751668      12.393653       306.436885     -22.136635     -3.065460      10.438665      1.032317     -0.509426    -0.161064  
  0.179621     69.246644      12.220070       315.871369     -15.523497     -11.832991      6.961710      1.070653     -0.620921    -0.287443  
  0.180021     68.931001      12.203334       324.286543     -8.407931     -14.388706      6.164148      1.095798     -0.688850    -0.252136  
  0.180380     68.741614      12.193288       333.886936     -0.721783     -14.299573      7.208336      1.139776     -0.626775    -0.222629  
  0.180779     68.457538      12.183458       343.487365      7.348378     -15.337134      18.916677      0.935237     -0.526665    -0.154798  
  0.181183     68.931001      12.162665       352.186982      8.160615     -3.318451      12.871013      0.895002     -0.475158    -0.265357  
  0.181585     68.931001      12.174486       0.883293      7.634608     -7.725843      5.966686      0.638901     -0.573518    -0.254804  
  0.181976     69.215077      12.169875       10.009603      1.596045      1.299762     -0.960098      0.583853     -0.534395    -0.232485  
  0.182356     69.436026      12.171103       19.183323     -2.686793      1.290109      16.616264      0.431686     -0.194904    -0.146550  
  0.182759     69.593847      12.168973       28.025177     -1.639254     -6.117165      19.096982      0.147319     -0.175074    -0.252681  
  0.183161     69.783235      12.164572       37.175191     -2.808214      1.564370      28.241940      0.131520     -0.008704    -0.310061  
  0.183563     69.720101      12.161215       46.325205      3.100443     -0.206740      20.089410     -0.004117     -0.097570    -0.358250  
  0.183921     69.278204      12.145608       55.261878      10.978645      6.217555      8.264220     -0.059602     -0.434383    -0.091448  
  0.184323     69.183511      12.174767       64.506713      13.655577      14.113317      5.192044     -0.067332     -0.542602    -0.082279  
  0.184721     69.846362      12.149495       73.324858      13.990466      4.255657      13.653785     -0.203473     -0.497954    -0.409170  
  0.185121     69.814795      12.143860       82.166714      6.639080      15.099532      16.707509     -0.034934     -0.395884    -0.364772  
  0.185524     69.404459      12.135200       91.245617     -0.981698      6.620574      9.769455      0.001225     -0.504430    -0.117583  
  0.185954     69.372898      12.132201       100.134877     -4.612706      4.234284      13.071482      0.211358     -0.603309    -0.069861  
  0.186335     69.814795      12.130670       108.929329     -16.467228      11.170261      15.653042      0.537064     -0.490443    -0.257312  
  0.186735     69.783235      12.127669       117.794882     -19.169885     -5.070963      9.577553      0.578089     -0.562894    -0.401106  
  0.187137     69.404459      12.123330       126.992309     -15.934665      1.092681      12.884221      0.864303     -0.610107    -0.210587  
  0.187540     68.773180      11.939415       136.071213     -12.910320     -14.004479      10.724951      0.942534     -0.656136    -0.006200  
  0.187900     69.025689      12.115031       145.316044     -8.056119     -13.650279      4.959502      1.113861     -0.702815    -0.217623  
  0.188298     69.088823      12.117074       153.802328     -4.031294     -9.960661      8.639462      1.178957     -0.588048    -0.317737  
  0.188822     68.710047      12.120645       162.407137      4.561800     -19.569183      16.751917      0.967955     -0.599766    -0.273009  
  0.189222     68.710047      12.116690       171.391214      8.344236     -5.062667      11.717649      1.079365     -0.641298    -0.132304  
  0.189625     68.615359      12.127464       181.110140      11.838389     -10.089940      8.564277      0.848179     -0.702206    -0.166939  
  0.190028     69.183511      12.139253       189.667535      2.026792     -2.402281      7.515674      0.773166     -0.514993    -0.305826  
  0.190387     69.057256      12.140438       199.102019     -3.471294      0.752609      9.904349      0.706816     -0.349419    -0.369681  
  0.190789     69.278204      12.169287       208.275730     -4.992464     -8.060599      11.528343      0.435718     -0.275746    -0.137808  
  0.191188     69.246644      12.154460       217.354633      2.552943     -0.385118      27.490275      0.356692     -0.193250    -0.016494  
  0.191592     69.530720      12.168248       226.670584      6.375799      1.295433      32.411544      0.294298     -0.132640    -0.322472  
  0.191980     69.562280      12.176498       235.536146      7.624973      8.413807      3.993628      0.301321     -0.468379    -0.447603  
  0.192351     69.057256      12.179878       244.567637      13.856220      4.738189      8.742543      0.159554     -0.634065    -0.116562  
  0.192753     69.088823      12.156592       253.575420      12.553959      4.138318      11.044555      0.049077     -0.639992    -0.037736  
  0.193156     69.593847      12.195246       262.488378      3.497614      12.682364      16.808679      0.212219     -0.471360    -0.263245  
  0.193556     69.846362      12.204716       271.875448     -0.786739      12.779484      5.773399      0.289413     -0.632043    -0.488284  
  0.193918     69.720101      12.205884       280.693597     -5.935831      10.214595      12.525072      0.438985     -0.677045    -0.266495  
  0.194320     69.404459      12.200933       289.440627     -12.059567      3.897651      20.881463      0.581273     -0.595026    -0.022897  
  0.194719     69.404459      12.207487       298.448429     -18.963184     -1.858408      13.829679      0.752705     -0.540830    -0.091802  
  0.195121     69.593847      12.208361       307.337698     -21.592221     -3.380808      9.212893      0.992710     -0.536296    -0.331402  
  0.195528     69.372898      12.209743       316.392877     -15.924130     -12.881491      5.555970      1.032135     -0.664789    -0.383192  
  0.195894     68.931001      12.245172       325.542881     -9.891008     -12.895401      5.887012      1.120424     -0.696343    -0.136240  
  0.196294     68.457538      12.200485       334.716629      2.095504     -15.425206      9.789702      1.123808     -0.684872    -0.169273  
  0.196694     68.552232      12.195032       343.985166      9.454699     -17.177929      19.693713      0.902657     -0.565739    -0.199544  
  0.197104     68.899435      12.196419       353.158878      9.836539     -4.411290      11.381825      0.872100     -0.529930    -0.321622  
  0.197509     68.962562      12.201078       1.144044      6.714842     -6.957104      3.936214      0.640946     -0.596435    -0.212691  
  0.197869     69.278204      12.196855       9.962194     -1.617646      3.036835     -0.231658      0.573705     -0.480419    -0.170178  
  0.198269     69.499153      12.203336       19.159619     -3.763830     -0.240407      17.791510      0.357355     -0.185042    -0.181536  
  0.198670     69.625413      12.206103       28.333337     -0.559144     -4.154272      18.103600      0.126300     -0.220797    -0.318725  
  0.199071     69.846362      12.206027       36.914441      0.489787      5.113000      28.849843      0.140120     -0.060247    -0.308562  
  0.199458     69.720101      12.207195       45.922225      1.897725     -1.991008      19.345527     -0.050491     -0.082958    -0.298218  
  0.199833     69.120383      12.198968       54.882604      10.854743      5.479345      6.586765     -0.092949     -0.442542    -0.080530  
  0.200190     68.962562      12.197147       63.748162      13.282085      11.612323      7.142354     -0.098241     -0.527702    -0.130507  
  0.200550     69.656974      12.207778       72.803359      14.244009      5.678070      13.461353     -0.180434     -0.500206    -0.423657  
  0.200908     69.972616      12.216662       82.308944      6.584192      16.855835      18.779626     -0.025285     -0.381527    -0.300393  
  0.201265     69.404459      12.200933       91.198204     -1.254112      6.287136      8.985169     -0.010900     -0.500799    -0.109750  
  0.201667     69.151950      12.196710       100.111180     -5.109020      3.540774      13.612136      0.205880     -0.591587    -0.095045  
  0.202023     69.972616      12.207482       108.953026     -16.676054      9.606996      15.383469      0.527969     -0.485687    -0.258047  
  0.202381     69.783235      12.206611       118.126747     -18.144251     -3.172175      8.767070      0.620120     -0.583253    -0.369985  
  0.202740     69.499153      12.199402       127.205650     -16.058753      0.807313      13.604426      0.880349     -0.574113    -0.189592  
  0.203101     68.836308      12.187826       135.715641     -11.684097     -15.362553      11.290432      0.950408     -0.632541    -0.037083  
