08-Mar-2018 17:27:24

Rotor = T-Motor 18 inch    Motor = Scorpion SII-4020-420KV    Rotation = CCW

Tunnel RPM = 550.0    AoA = 30 deg   Motor Speed = 3000 rpm

Scan Rate = 2000 Hz   Number of Readings = 5000   Pressure = 29.23 inHg  

  Time(s)       Temp(f)    Velocity(m/s)    Position(deg)     Fx(N)         Fy(N)         Fz(N)        Tx(Nm)        Ty(Nm)       Tz(Nm) 
  0.148777     75.780427      12.214365       164.587959      3.473484     -6.385824      6.701204      0.777885     -0.414901    -0.247116  
  0.149149     75.654173      12.182374       173.595760      4.816821     -10.614706      4.770655      0.688501     -0.387995    -0.161495  
  0.149519     75.685734      12.169425       182.295377      8.070460     -3.632139      0.011666      0.748390     -0.447704    -0.150665  
  0.149889     75.685734      12.157436       189.951996      5.054110     -7.293087      8.244012      0.616773     -0.318770    -0.179874  
  0.150257     76.127630      12.154450       199.860556     -2.032276     -3.127083      2.037019      0.519885     -0.235971    -0.317527  
  0.150627     76.222324      12.143509       209.010579     -2.446673     -0.722607      8.346528      0.463784     -0.121596    -0.222496  
  0.150999     76.001376      12.135662       218.065776      2.101551     -4.385401      13.479702      0.259318     -0.100585    -0.127401  
  0.151370     76.380146      12.139951       226.646878      7.597281      1.874274      16.037414      0.199093     -0.165992    -0.221795  
  0.151738     76.285452      12.024754       235.393907      5.824444      4.600370      10.017258      0.123120     -0.151816    -0.308178  
  0.152147     76.127630      12.129073       245.895095      9.449324      6.212294      1.821018      0.067982     -0.325835    -0.198259  
  0.152525     75.969809      12.133969       254.618418      10.147607      11.428994      3.782894      0.102397     -0.438006    -0.075997  
  0.152902     76.222324      12.142173       263.223227      3.535751      5.471668     -0.235223      0.044061     -0.442204    -0.202055  
  0.153294     76.380146      12.150639       271.875448      1.101743      7.633165      3.915677      0.217444     -0.436043    -0.328615  
  0.153687     76.474839      12.169060       279.366139     -3.408079      4.646201      6.199719      0.327587     -0.394763    -0.365821  
  0.154114     76.096070      12.172756       288.966532     -8.513743     -3.793603      4.952544      0.355340     -0.418291    -0.052169  
  0.154488     76.159197      12.186788       299.112140     -14.173361     -2.128510      10.309591      0.529394     -0.358192    -0.064324  
  0.154860     76.348585      12.345002       308.191061     -13.475250     -6.940836      12.803757      0.557430     -0.302124    -0.283787  
  0.155231     76.317018      12.223139       316.866971     -12.243545     -4.241315      6.133282      0.686063     -0.383258    -0.302819  
  0.155719     75.969809      12.229789       324.476195     -6.055563     -8.415881     -0.488037      0.647418     -0.495090    -0.125317  
  0.156207     75.117582      12.238586       335.498873     -2.198087     -7.934656     -0.364605      0.672907     -0.429804    -0.095646  
  0.156662     75.938249      12.259879       344.482932     -3.459431     -11.181678      3.896204      0.568776     -0.272071    -0.158494  
  0.157146     76.190764      12.261446       352.518837     -1.003615     -2.889492      5.186323      0.555882     -0.226425    -0.344994  
  0.157588     75.938249      12.284977       0.978112      9.999828     -0.327862      6.480331      0.503060     -0.375214    -0.304752  
  0.158045     75.906682      12.293848       9.108824      9.830742     -1.957126      7.935639      0.347327     -0.352322    -0.092691  
  0.158462     75.969809      12.291935       18.851456      1.818050     -4.232898      2.227659      0.262410     -0.200461    -0.102245  
  0.158918     76.348585      12.302876       28.001472     -2.722245     -6.681864      8.330614      0.105265     -0.045517    -0.257541  
  0.159315     76.380146      12.295323       36.938143     -3.735162      1.202401      8.113280      0.000991     -0.065075    -0.266361  
  0.159713     76.411712      12.295685       46.111864      0.969407      4.417064      9.117162     -0.067079     -0.113861    -0.177514  
  0.160083     76.253891      12.275389       54.266284      11.045192      10.459844      12.559208     -0.031223     -0.209358    -0.203451  
  0.160461     76.317018      12.289320       64.174849      7.247556      9.042444      8.295767     -0.134416     -0.234358    -0.219763  
  0.160822     76.443273      12.276237       73.135224      6.445813      8.995633      0.147079     -0.094694     -0.338700    -0.352324  
  0.161183     75.969809      12.253627       81.977080      8.127185      2.068614      3.947264     -0.078017     -0.428520    -0.147104  
  0.161542     75.811994      12.245205       91.198204      0.221865      2.878087     -0.127011     -0.002587     -0.378895    -0.094870  
  0.161917     76.253891      12.244959       99.613378     -4.332260      1.002351      5.431112      0.153421     -0.340437    -0.209418  
  0.162287     76.285452      12.230739       109.047853     -5.749099     -1.977754      3.980710      0.267357     -0.445062    -0.341656  
  0.162656     76.222324      12.224713       117.866002     -5.827503      0.339295      12.895338      0.391716     -0.438702    -0.193549  
  0.163024     76.222324      12.219405       126.589325     -11.035914     -9.329966      16.589166      0.393544     -0.282699    -0.096352  
  0.163394     76.159197      12.125418       134.435587     -14.287650      0.483220     -1.214685      0.633977     -0.400014    -0.150802  
  0.163765     76.064503      12.216278       144.960473     -7.797586     -5.185127     -1.250262      0.687393     -0.549404    -0.316520  
  0.164136     75.811994      12.220032       154.442351     -5.181660     -11.105979      3.787598      0.636001     -0.488631    -0.259954  
  0.164506     75.654173      12.226185       163.497548      1.352514     -5.442101      5.452060      0.763982     -0.415524    -0.100240  
  0.164875     75.433218      12.227636       172.552744      3.998831     -9.443064      5.406627      0.694123     -0.381158    -0.073950  
  0.165243     75.370091      12.241475       180.754578      5.790897     -4.995220      0.838075      0.704176     -0.406896    -0.286304  
  0.165610     75.717300      12.256028       189.809774      5.694547     -6.329805      7.838864      0.602131     -0.351905    -0.244658  
  0.165977     75.969809      12.268172       199.149414      0.004146     -4.274141      2.084985      0.510502     -0.306204    -0.203794  
  0.166346     75.906682      12.394962       207.943874      0.226772      0.979771      7.154153      0.501934     -0.193170    -0.142033  
  0.166716     76.001376      12.296254       216.951658      2.125602     -5.221501      13.439330      0.259763     -0.095853    -0.199869  
  0.167089     76.127630      12.305613       225.817203      6.115099     -0.665986      12.866732      0.173438     -0.174274    -0.289371  
  0.167460     76.159197      12.319146       233.971623      5.214451      4.922373      11.481433      0.142182     -0.171714    -0.230656  
  0.167830     76.032943      12.332166       244.401691      7.396744      6.011817      3.071753      0.072710     -0.311315    -0.158571  
  0.168201     76.096070      12.328948       252.793158      10.705944      11.804070      6.152537      0.105867     -0.453964    -0.143893  
  0.168573     76.222324      12.354055       261.966888      5.683084      8.595617     -0.745759      0.067399     -0.518650    -0.254557  
  0.168942     76.601094      12.358420       270.856139      2.282279      6.741417      2.213326      0.211272     -0.488389    -0.276705  
  0.169309     76.222324      12.357994       278.536464     -3.220669      4.159926      5.580435      0.339062     -0.397911    -0.239456  
  0.169748     76.032943      12.350559       288.302803     -10.293916     -4.153113      4.574890      0.358665     -0.390007    -0.058393  
  0.170325     76.222324      12.352742       297.429120     -12.573959     -1.876836      9.334377      0.528072     -0.424146    -0.151755  
  0.170804     76.411712      12.345729       306.033910     -11.990116     -5.483834      15.010859      0.597195     -0.342119    -0.295930  
  0.171176     76.222324      12.327769       314.733563     -10.825226     -4.567419      6.229846      0.700671     -0.424118    -0.247590  
  0.171546     75.875121      12.335607       322.982791     -9.030373     -8.513014     -0.525407      0.646593     -0.466218    -0.075998  
  0.171917     75.780427      12.309526       333.815816     -5.811099     -10.914688     -0.573486      0.613067     -0.409079    -0.147848  
  0.172371     75.906682      12.299121       342.728792     -1.187018     -6.945308      3.438772      0.630237     -0.358553    -0.247873  
  0.172890     76.032943      12.292659       351.120259      3.427242     -0.788026      5.246042      0.581401     -0.314600    -0.318475  
  0.173303     75.622606      12.291906       358.895393      12.731008     -5.452855      4.310509      0.421437     -0.426432    -0.187304  
  0.173674     75.654173      12.269840       8.350274      10.691806     -3.770281      8.392425      0.318877     -0.340337    -0.073932  
  0.174043     76.127630      12.262046       17.761041     -0.244220     -2.913927      1.661779      0.267872     -0.185763    -0.221873  
  0.174412     76.411712      12.263973       26.958466     -5.090272     -4.293631      8.952216      0.098246     -0.008451    -0.292472  
  0.174780     76.411712      12.175008       35.705502     -1.618758      1.940632      10.241570     -0.036672     -0.087763    -0.189152  
  0.175149     76.348585      12.252663       44.974040      2.174202      4.328608      9.444576     -0.086338     -0.143702    -0.200376  
  0.175518     76.537967      12.253503       53.958121      8.314224      8.218661      11.588926     -0.095439     -0.152267    -0.294147  
  0.175887     76.348585      12.253987       63.013318      7.281580      7.813357      8.046415     -0.209470     -0.212452    -0.148175  
  0.176255     76.190764      12.253507       72.281856      5.279784      8.197114     -1.179313     -0.172652     -0.312099    -0.176292  
  0.176628     76.253891      12.259522       80.910366      7.617845      4.563978      3.841341     -0.107428     -0.394847    -0.165541  
  0.177001     76.285452      12.269142       89.752222      0.724803      7.214801      1.801325      0.006197     -0.364273    -0.251187  
  0.177371     76.317018      12.273469       98.025166     -3.917330     -1.279131      5.366888      0.062861     -0.345773    -0.256342  
  0.177739     76.159197      12.373004       107.791496     -5.029457     -2.864017      4.203483      0.238934     -0.448328    -0.196149  
  0.178108     76.032943      12.291341       116.562241     -6.849296      0.869566      9.051250      0.414902     -0.449806    -0.120248  
  0.178476     76.127630      12.300340       125.712255     -10.589633     -7.298563      17.779851      0.438964     -0.274591    -0.167506  
  0.178845     76.285452      12.314013       134.672635     -14.707327     -2.296436      1.291355      0.603810     -0.366936    -0.250282  
  0.179211     75.938249      12.321870       143.253737     -7.812993     -3.858679     -1.683590      0.720548     -0.546009    -0.235625  
  0.179583     75.843555      12.320781       153.020067     -3.492766     -9.274255      3.052399      0.682952     -0.528999    -0.185704  
  0.179950     75.559479      12.333284       162.098970     -0.137737     -7.895263      4.210533      0.745600     -0.397548    -0.152659  
  0.180319     75.527912      12.338173       171.130460      2.592986     -10.100453      6.634039      0.691581     -0.338263    -0.152459  
  0.180756     74.644119      12.333228       179.901196      3.942005     -3.976610     -0.165535      0.739570     -0.389452    -0.282132  
  0.181125     75.717300      12.344295       189.122339      6.096524     -3.212561      7.346455      0.660912     -0.382767    -0.162989  
  0.181495     75.969809      12.348519       198.390876      1.441274     -5.988231      4.284168      0.522110     -0.315009    -0.191753  
  0.181863     76.001376      12.341003       207.398660      1.279008     -1.984931      6.414930      0.504067     -0.208559    -0.233687  
  0.182231     75.906682      12.338598       215.884936      1.925796     -4.960184      12.850163      0.323985     -0.091803    -0.223197  
  0.182603     75.654173      12.338316       225.437934      5.667520     -0.951120      12.119658      0.226899     -0.149586    -0.201092  
  0.182970     76.159197      12.329674       234.374616      5.551393      3.836509      12.263906      0.152083     -0.151056    -0.158504  
  0.183338     76.159197      12.317830       243.121646      8.219549      6.069271      3.270319      0.090789     -0.300058    -0.269985  
  0.183708     76.190764      12.311608       251.916088      11.881219      11.535069      7.076249      0.137366     -0.448347    -0.280233  
  0.184075     75.906682      12.307027       260.260143      7.071892      10.163066     -1.815947      0.100138     -0.529457    -0.167517  
  0.184443     76.001376      12.290979       270.168703      1.783513      4.386331      1.315482      0.167297     -0.459618    -0.130283  
  0.184810     76.253891      12.279353       278.939439     -4.083283      4.342925      4.412640      0.327817     -0.364126    -0.300249  
  0.185180     76.222324      12.277670       287.781295     -10.096178     -3.114398      6.290586      0.370697     -0.364528    -0.230598  
  0.185607     76.096070      12.199370       296.125350     -10.618888     -2.025150      8.969481      0.498952     -0.458961    -0.141299  
  0.185980     76.096070      12.265652       305.488731     -11.076536     -4.200127      15.683177      0.588913     -0.343729    -0.140560  
  0.186350     76.127630      12.266013       314.780976     -11.231135     -4.685900      6.012755      0.695316     -0.395697    -0.253831  
  0.186719     72.560883      12.223801       323.978394     -10.547580     -8.070124     -0.286730      0.655070     -0.431716    -0.205034  
  0.187090     74.865067      12.254193       332.891333     -6.096819     -12.297444     -0.633316      0.576460     -0.430410    -0.205670  
  0.187457     75.717300      12.267922       341.709483      0.618421     -4.421953      2.434704      0.660193     -0.423601    -0.167384  
  0.187826     73.570937      12.247260       349.342413      6.928959     -0.028611      6.052743      0.612503     -0.356631    -0.255264  
  0.188196     75.875121      12.280294       360.033235      13.346955     -8.952524      3.455520      0.386619     -0.425910    -0.227311  
  0.188564     75.748861      12.352533       7.923589      9.704932     -6.727854      7.651017      0.288856     -0.330656    -0.141038  
  0.188934     76.064503      12.294341       17.097309     -1.217857     -1.183386      2.709207      0.291501     -0.192978    -0.142301  
  0.189332     76.159197      12.300702       25.868048     -6.035206     -0.121910      9.093113      0.150984     -0.017371    -0.227408  
  0.189703     76.474839      12.313553       34.615084     -0.836344      1.382715      11.159020     -0.026383     -0.105385    -0.258034  
  0.190073     76.411712      12.319415       43.551755      2.443378      1.887925      8.502188     -0.110685     -0.178640    -0.319145  
  0.190442     76.695788      12.322679       53.223277      5.823629      5.121264      10.171119     -0.137447     -0.139492    -0.232352  
  0.190811     76.190764      12.323458       62.112537      5.975147      7.391911      8.403669     -0.204878     -0.196004    -0.004793  
  0.191179     76.348585      12.327905       71.238849      4.301567      10.330879     -1.008221     -0.163030     -0.302255    -0.162185  
  0.191548     76.348585      12.327905       79.322154      6.852291      3.402343      5.083134     -0.158079     -0.390022    -0.339790  
  0.191918     76.411712      12.323366       89.017373      1.292912      7.693321      3.662879     -0.012312     -0.390801    -0.250517  
  0.192288     76.222324      12.319872       97.859229     -3.928226      0.919516      4.151011      0.075602     -0.375046    -0.120306  
  0.192657     76.222324      12.311971       107.056656     -6.317571     -2.918296      4.122204      0.227017     -0.423726    -0.175985  
  0.193025     76.348585      12.309467       115.756282     -8.648010     -1.660658      6.913057      0.356104     -0.452592    -0.228025  
  0.193393     76.253891      12.304426       124.764065     -10.455600     -5.800146      20.270006      0.462239     -0.300915    -0.288845  
  0.193762     76.569533      12.285611       134.056310     -14.323320     -2.411898      4.040057      0.594595     -0.374201    -0.154087  
  0.194133     75.622606      12.262874       143.182617     -8.218393     -2.177403     -2.125549      0.731018     -0.545498    -0.084498  
  0.194503     75.843555      12.252182       152.356337     -2.879991     -9.818023      2.049487      0.681636     -0.544715    -0.239708  
  0.194875     75.906682      12.251581       161.435241     -1.640986     -7.860848      3.555701      0.753725     -0.388111    -0.303130  
  0.195244     75.717300      12.228231       170.466731      1.686008     -9.730991      6.679244      0.712420     -0.328983    -0.152911  
  0.195612     75.780427      12.219672       178.526325      3.065199     -3.334166     -0.484095      0.762346     -0.387726    -0.150391  
  0.195979     75.685734      12.207977       188.719346      7.133163     -2.913194      7.472342      0.691545     -0.400868    -0.154838  
  0.196346     75.906682      12.145272       197.371567      2.798702     -7.196996      5.651694      0.542137     -0.329349    -0.268749  
  0.196783     75.938249      12.197573       206.379351      1.888505     -2.878182      4.898705      0.516196     -0.240472    -0.237341  
  0.197154     76.096070      12.194052       214.984159      1.171545     -5.145467      12.737064      0.338566     -0.085810    -0.119502  
  0.197525     76.096070      12.194052       224.655672      4.286105     -0.907069      12.060194      0.231568     -0.110082    -0.175770  
  0.197896     76.190764      12.191139       233.758282      6.072714      2.929610      14.238798      0.149558     -0.132452    -0.263081  
  0.198267     76.222324      12.194158       242.505330      8.582412      6.346083      3.674128      0.096319     -0.288071    -0.287207  
  0.198639     75.748861      12.190100       251.039018      12.037240      10.493964      6.443839      0.129854     -0.428068    -0.162593  
  0.199008     76.032943      12.193333       259.738635      6.975990      10.171697     -1.871735      0.096089     -0.488897    -0.124850  
  0.199378     76.253891      12.260846       269.647213      0.580320      4.447678      0.070730      0.145464     -0.421096    -0.213437  
  0.199748     76.348585      12.204903       278.417949     -4.051141      2.751651      4.257361      0.288164     -0.365553    -0.322863  
  0.200116     76.159197      12.212047       286.927932     -9.149581     -3.335137      7.084258      0.342675     -0.365887    -0.139048  
