02-Mar-2018 11:46:25

Rotor = T-Motor 18 inch    Motor = Scorpion SII-4020-420KV    Rotation = CCW

Tunnel RPM = 550.0    AoA = 15 deg   Motor Speed = 3000 rpm

Scan Rate = 2000 Hz   Number of Readings = 5000   Pressure = 29.58 inHg  

  Time(s)       Temp(f)    Velocity(m/s)    Position(deg)     Fx(N)         Fy(N)         Fz(N)        Tx(Nm)        Ty(Nm)       Tz(Nm) 
  0.126353     76.096070      12.209943       313.951283     -13.070967     -3.526120      4.537991      0.751536     -0.571258    -0.203046  
  0.126731     75.843555      12.209690       322.887965     -8.369998     -13.389789      9.317417      0.780724     -0.545715    -0.185065  
  0.127110     75.559479      12.215627       332.749130      1.935966     -8.181551      9.121202      0.951246     -0.595957    -0.226866  
  0.127487     75.496352      12.212286       341.804309      6.297888     -14.987115      6.630394      0.795218     -0.588635    -0.208305  
  0.127868     75.622606      12.213726       350.930643      5.516751     -8.075615      5.778013      0.774583     -0.505086    -0.162690  
  0.128249     75.717300      12.222669       359.725086      4.650230     -6.822245      6.976805      0.696717     -0.456108    -0.194320  
  0.128628     75.969809      12.239957       6.572421     -0.973623     -1.824172      8.116822      0.625303     -0.344923    -0.289301  
  0.129006     76.127630      12.240451       15.746141      0.533030      0.124015      12.829370      0.490909     -0.256185    -0.200677  
  0.129385     76.253891      12.251056       24.303538      0.472434     -4.379780      16.470063      0.290516     -0.188349    -0.281596  
  0.129764     76.190764      12.251642       33.690601     -0.933837      0.534680      13.688704      0.258957     -0.110064    -0.186693  
  0.130141     76.222324      12.198250       43.077660      3.727960     -2.317940      11.841185      0.102562     -0.192967    -0.241313  
  0.130520     76.348585      12.256062       51.919516      7.756211      3.637556      11.515712      0.047318     -0.283339    -0.218454  
  0.130897     76.032943      12.252453       61.045828      10.034817      5.751295      8.264114      0.006932     -0.400309    -0.201057  
  0.131276     76.032943      12.249838       69.982501      10.857298      5.823163      8.790819     -0.081038     -0.467496    -0.230483  
  0.131657     76.411712      12.248933       78.705829      6.832200      9.563237      13.622009     -0.023458     -0.393545    -0.233337  
  0.132037     76.474839      12.249654       86.836542     -0.497601      5.114181      11.261741     -0.022371     -0.394543    -0.275030  
  0.132417     76.380146      12.238096       96.697699     -4.652995      6.731598      10.894434      0.121856     -0.449938    -0.273379  
  0.132795     76.506406      12.231674       105.563261     -11.480899      6.263838      8.918168      0.307199     -0.487943    -0.207229  
  0.133174     76.411712      12.290749       114.760679     -14.526140     -2.246877      5.990411      0.372067     -0.502829    -0.129315  
  0.133553     76.348585      12.218070       123.436598     -12.498910      2.648028      9.658361      0.645736     -0.506564    -0.219439  
  0.133932     76.222324      12.210069       132.752549     -12.085182     -8.561793      7.175301      0.739249     -0.517312    -0.321853  
  0.134309     75.811994      12.196205       141.665515     -5.829223     -11.713484      9.676236      0.850254     -0.534955    -0.176879  
  0.134686     75.875121      12.191670       150.673299     -3.693538     -9.191394      10.233542      0.997370     -0.478665    -0.135024  
  0.135066     75.527912      12.173262       160.273710      6.249558     -16.142182      5.456202      0.928317     -0.596549    -0.201796  
  0.135444     75.717300      12.183303       169.400026      7.857625     -6.434871      6.657636      0.980822     -0.528374    -0.264944  
  0.135823     75.559479      12.176250       178.573738      9.037631     -10.301158      4.711097      0.838600     -0.527567    -0.260641  
  0.136202     75.780427      12.174818       187.557815      1.239978     -5.560242      9.225432      0.772015     -0.345074    -0.123850  
  0.136581     76.127630      12.178764       196.020402     -2.214674      1.943954      11.207496      0.758895     -0.229700    -0.217198  
  0.136958     76.253891      12.182831       204.648917      1.211078     -7.884942      19.968929      0.490417     -0.169426    -0.271138  
  0.137337     76.253891      12.186777       214.367843      2.204164      0.256973      15.899876      0.442340     -0.195635    -0.307594  
  0.137726     76.190764      12.190004       223.754896      4.489973     -2.173419      13.143236      0.315625     -0.238995    -0.217418  
  0.138094     76.222324      12.203504       232.454530      9.062592      0.877480      9.830952      0.236389     -0.364540    -0.297028  
  0.138463     76.127630      12.201112       241.723068      9.728691      10.075387      12.037206      0.231177     -0.384842    -0.163770  
  0.139137     76.032943      12.205287       250.304170      11.212747      0.975260      7.888856      0.031288     -0.506319    -0.250453  
  0.139719     76.285452      12.213414       258.600811      7.477027      9.813820      12.016392      0.121736     -0.501588    -0.236071  
  0.140161     76.317018      12.234756       266.447064      0.441140      8.873591      7.471011      0.144345     -0.493912    -0.195613  
  0.140600     76.411712      12.229283       277.066785     -5.463957      4.679302      9.506522      0.182489     -0.501508    -0.231903  
  0.141078     76.474839      12.236557       286.477544     -9.608356      7.503665      10.488950      0.358784     -0.552847    -0.248763  
  0.141563     76.506406      12.240848       295.390519     -15.954496     -1.352404      10.177859      0.440394     -0.499920    -0.206115  
  0.142039     76.317018      12.166431       304.587919     -14.045579      0.477946      8.924333      0.664783     -0.548003    -0.212937  
  0.142511     76.096070      12.246635       313.097919     -13.774135     -2.610233      5.775922      0.784983     -0.559362    -0.180930  
  0.142900     75.685734      12.251096       320.896759     -9.272651     -14.455801      7.917143      0.791502     -0.549316    -0.230134  
  0.143298     75.748861      12.254432       331.966850      2.129359     -8.932518      9.428882      0.963300     -0.602647    -0.239642  
  0.143699     75.591040      12.255239       340.927239      2.614076     -16.985743      6.629615      0.818349     -0.558711    -0.187310  
  0.144098     75.685734      12.261548       349.579478      1.409502     -7.658933      6.140602      0.850260     -0.451827    -0.160421  
  0.144499     75.748861      12.263576       358.705777      4.037276     -4.010091      9.668500      0.792528     -0.460496    -0.285985  
  0.144883     76.064503      12.264578       5.529415      0.076652     -4.210112      8.399929      0.619382     -0.360128    -0.289643  
  0.145280     76.127630      12.379741       14.703134      2.709788      0.319922      11.575031      0.543882     -0.315969    -0.173842  
  0.145678     76.064503      12.271108       22.786438     -0.278582     -3.277171      13.856147      0.362937     -0.202832    -0.217444  
  0.146089     76.285452      12.273639       32.695003     -2.622689     -1.300477      12.916337      0.283204     -0.089726    -0.210526  
  0.146507     76.443273      12.275446       41.655380      1.832222     -0.974691      13.750327      0.155393     -0.153064    -0.298140  
  0.146884     76.348585      12.275668       50.900216      7.773217      0.387971      12.125577      0.034001     -0.290496    -0.253315  
  0.147297     76.190764      12.263410       59.718365      9.333726      8.161094      9.509947      0.049370     -0.397536    -0.173374  
  0.147721     76.127630      12.277054       68.939494      10.052932      8.686936      7.537770     -0.050134     -0.454287    -0.165344  
  0.148138     76.443273      12.279364       77.544298      6.761257      6.749647      14.613277     -0.058909     -0.386483    -0.310928  
  0.148559     76.601094      12.282477       86.267630     -0.571182      5.119726      10.763284     -0.041847     -0.394820    -0.278442  
  0.148964     76.411712      12.282919       94.967256     -4.463923      5.622593      11.212291      0.070190     -0.444222    -0.165213  
  0.149391     76.569533      12.291253       104.543952     -10.314982      8.758412      9.247824      0.292339     -0.507398    -0.177844  
  0.149816     76.411712      12.289444       113.765085     -13.251778     -0.687584      6.159196      0.353082     -0.532023    -0.192147  
  0.150233     76.443273      12.284586       122.559528     -12.186997     -0.794040      9.911609      0.565011     -0.534473    -0.336647  
  0.150652     76.285452      12.306246       131.685835     -12.719513     -6.953172      6.837363      0.712274     -0.521522    -0.267209  
  0.151070     75.843555      12.288145       140.812152     -8.370011     -9.923513      8.047655      0.835157     -0.539191    -0.125868  
  0.151473     75.875121      12.288507       149.891055     -5.185280     -9.298406      10.805617      0.959169     -0.482862    -0.164106  
  0.151865     75.654173      12.289881       158.187697      7.345464     -16.449767      5.963825      0.909310     -0.641779    -0.277469  
  0.152280     75.717300      12.290605       168.428130      5.779494     -9.027721      7.871768      0.922253     -0.549077    -0.283599  
  0.152701     75.969809      12.289593       177.554429      7.450048     -6.602794      2.668556      0.868656     -0.551581    -0.292087  
  0.153118     75.811994      12.287782       186.301476      1.589291     -3.457794      10.420084      0.778566     -0.394754    -0.136173  
  0.153533     76.127630      12.292707       195.404086     -1.342706     -2.442726      10.306239      0.684064     -0.289805    -0.221611  
  0.153905     76.032943      12.176372       204.506678      2.488701     -6.011561      20.600596      0.510250     -0.226640    -0.248488  
  0.154341     76.222324      12.284664       213.158900      0.284819      1.239814      14.779686      0.462638     -0.199220    -0.376553  
  0.154768     76.159197      12.282636       221.431834      2.745105     -1.824735      13.003636      0.330910     -0.254718    -0.153104  
  0.155186     76.032943      12.273358       231.435221      8.040180      0.525400      10.115217      0.215850     -0.392890    -0.196507  
  0.155604     76.064503      12.264578       240.537831      11.053847      6.846128      14.009456      0.218756     -0.438876    -0.196795  
  0.156021     76.222324      12.263771       249.308567      12.194156      4.231502      7.808756      0.087735     -0.567963    -0.321557  
  0.156397     76.348585      12.257371       258.174129      6.899358      11.592426      10.019040      0.120942     -0.533296    -0.208565  
  0.156815     76.317018      12.251777       266.636716      0.670003      7.106047      8.545388      0.126908     -0.519272    -0.172348  
  0.157229     76.474839      12.409622       275.431159     -5.712401      4.666615      8.807817      0.187934     -0.527701    -0.205333  
  0.157650     76.506406      12.244777       284.273015     -8.645416      6.345212      10.411241      0.364350     -0.591904    -0.289691  
  0.158068     76.537967      12.241208       294.228988     -16.507879      1.804574      10.964888      0.474524     -0.506767    -0.229916  
  0.158467     76.348585      12.236426       302.573043     -15.155096      0.344725      8.725123      0.645805     -0.550527    -0.240977  
  0.158857     75.938249      12.227812       311.960113     -14.461669     -4.342766      7.368561      0.761334     -0.566917    -0.200115  
  0.159270     75.938249      12.214704       321.228651     -9.186647     -15.018718      6.433696      0.765182     -0.589708    -0.194465  
  0.159688     75.875121      12.231020       330.212710      0.026497     -6.270133      10.462133      0.982654     -0.564444    -0.314131  
  0.160059     75.843555      12.235897       338.627884     -1.794731     -15.298814      6.884815      0.830605     -0.502501    -0.241645  
  0.160430     75.748861      12.238741       348.323104     -1.153387     -8.934999      7.185231      0.829685     -0.423341    -0.123027  
  0.160803     75.843555      12.242440       357.781293      5.537137     -3.682765      12.215307      0.785437     -0.471230    -0.255118  
  0.161178     75.969809      12.250424       4.344179      2.227154     -4.419364      7.428703      0.604591     -0.380867    -0.296270  
  0.161551     76.032943      12.258990       13.541604      2.283088      0.087605      9.276402      0.553114     -0.311134    -0.195781  
  0.161924     76.159197      12.264356       22.407163     -0.899415     -4.536067      12.420790      0.346972     -0.181528    -0.189601  
  0.162293     76.064503      12.295893       31.628292     -2.930643     -2.073297      13.762371      0.240200     -0.089798    -0.207976  
  0.162664     76.822042      12.282394       40.493850      1.705395      1.835448      14.595272      0.138512     -0.140291    -0.245392  
  0.163034     76.474839      12.281031       49.051245      9.853294      1.019103      12.619235      0.020682     -0.306111    -0.243575  
  0.163407     76.253891      12.279805       58.864993      9.173546      9.551820      10.819149      0.035606     -0.355977    -0.214586  
  0.163783     76.159197      12.281331       67.683142      10.227499      8.461504      6.179672     -0.081828     -0.430514    -0.200926  
  0.164156     76.380146      12.278641       76.453887      6.522452      7.913257      14.392812     -0.073890     -0.376284    -0.328557  
  0.164527     76.411712      12.280308       85.319441      0.452110      7.734767      10.873309     -0.015277     -0.376574    -0.250574  
  0.164900     76.348585      12.274361       94.469455     -1.916624      1.511902      12.956196      0.018147     -0.437224    -0.213128  
  0.165270     76.411712      12.109387       103.335017     -7.097500      6.771621      10.259014      0.229923     -0.508650    -0.187256  
  0.165644     76.506406      12.260483       112.105753     -14.232193      0.249084      5.469314      0.322481     -0.491669    -0.174059  
  0.166052     76.569533      12.254663       120.639451     -14.648982      0.034007      8.334622      0.506143     -0.489609    -0.282735  
  0.166476     76.222324      12.242842       129.339077     -13.763147     -3.253660      8.260554      0.695015     -0.488207    -0.255068  
  0.166893     76.001376      12.231153       139.129113     -8.478306     -10.464476      7.980812      0.781081     -0.546176    -0.218703  
  0.167270     75.875121      12.231020       148.563579     -3.215633     -10.818160      11.469579      0.881309     -0.501682    -0.193410  
  0.167643     75.622606      12.217658       157.666189      4.883482     -13.608107      6.139400      0.929273     -0.577680    -0.283826  
  0.168016     75.622606      12.209793       166.484338      1.132038     -10.928709      6.526079      0.893336     -0.482969    -0.231053  
  0.168389     75.717300      12.330927       175.492122      5.078381     -5.273725      3.174088      0.892782     -0.517278    -0.193929  
  0.168762     75.811994      12.206706       183.931002      3.142676     -5.926119      11.225794      0.774084     -0.416621    -0.185535  
  0.169131     75.938249      12.205520       192.014303      0.658673     -1.584052      9.582155      0.684169     -0.309991    -0.244513  
  0.169502     76.127630      12.208990       202.468077      1.824991     -4.574315      19.442958      0.527512     -0.200939    -0.232370  
  0.169936     76.317018      12.213773       211.049179     -1.229386     -0.310197      14.347114      0.454720     -0.150850    -0.247059  
  0.170571     76.064503      12.187253       220.246597      3.187746      0.258938      14.094163      0.380524     -0.224451    -0.170729  
  0.171187     76.222324      12.219255       229.064747      9.067851     -0.402634      10.886078      0.226785     -0.358297    -0.318062  
  0.171659     76.127630      12.223420       237.882896      13.163733      4.474118      13.361710      0.194846     -0.429936    -0.209761  
  0.172136     76.032943      12.230203       245.800269      12.288065      7.266834      7.931307      0.128903     -0.516941    -0.216841  
  0.172549     76.222324      12.237604       256.254044      7.865233      9.684607      8.184687      0.116162     -0.507570    -0.211265  
  0.172946     76.348585      12.245594       264.906265      1.740137      7.354616      10.367828      0.146417     -0.486715    -0.264341  
  0.173331     76.317018      12.255702       273.653295     -4.460024      5.910714      8.160523      0.185136     -0.509769    -0.207458  
  0.173733     76.537967      12.268689       282.115882     -7.230420      6.521566      11.336571      0.359976     -0.568891    -0.250935  
  0.174136     76.506406      12.311388       290.128063     -16.000573      4.738381      10.268068      0.510362     -0.468908    -0.205826  
  0.174537     76.317018      12.281834       299.420325     -15.315050     -2.649869      8.061867      0.606392     -0.520475    -0.287984  
  0.174931     76.159197      12.282636       309.020718     -15.150227     -5.442467      8.243515      0.750431     -0.527614    -0.207881  
  0.175319     75.811994      12.290389       318.384082     -9.028041     -14.695382      5.732743      0.769695     -0.584236    -0.112140  
  0.175718     75.843555      12.298568       327.818529     -2.677982     -6.382038      11.661847      0.974183     -0.505882    -0.224155  
  0.176127     75.906682      12.303199       336.684092     -2.861151     -13.148062      6.637917      0.850444     -0.473639    -0.283410  
  0.176546     75.843555      12.303776       345.786720     -0.269989     -10.083856      8.335680      0.793172     -0.445459    -0.226073  
  0.176932     75.780427      12.310858       354.581162      7.763839     -4.796494      11.188841      0.753044     -0.500658    -0.205171  
  0.177339     75.906682      12.226141       2.732259      3.944905     -2.883095      6.589820      0.596390     -0.416059    -0.201184  
  0.177767     76.159197      12.315212       12.427483     -0.716471      0.078192      6.675992      0.529701     -0.273955    -0.246806  
  0.178196     75.180709      12.306562       21.530088     -1.487059     -5.265609      13.121090      0.321243     -0.175360    -0.291451  
  0.178616     75.906682      12.312310       30.419351     -2.031182     -1.646818      15.983009      0.208717     -0.127878    -0.235444  
  0.179036     76.348585      12.316086       39.593073      2.913349      1.952708      16.107022      0.128363     -0.148085    -0.134734  
  0.179413     76.317018      12.318326       48.482333      9.897433      3.129615      11.484463      0.026197     -0.315719    -0.241883  
  0.179830     76.506406      12.306177       57.679760      8.499864      9.403223      9.247339     -0.008235     -0.361515    -0.304230  
  0.180247     76.285452      12.299732       66.545318      11.302883      7.449506      6.333541     -0.115990     -0.476686    -0.258007  
  0.180669     76.411712      12.290749       75.647919      7.241795      8.004923      14.176100     -0.095196     -0.422930    -0.222255  
  0.181089     76.285452      12.281472       84.347545      1.601615      9.177829      10.879684     -0.034596     -0.416834    -0.151117  
  0.181510     76.506406      12.278781       93.521265     -2.269280      3.178469      12.467931     -0.002178     -0.465707    -0.310253  
  0.181888     75.370091      12.257932       102.244597     -6.773258      5.088535      11.296110      0.181034     -0.524515    -0.301785  
  0.182303     76.348585      12.265216       110.730882     -15.008107      0.894626      6.024010      0.304939     -0.516721    -0.122872  
  0.182764     76.411712      12.217477       119.691262     -15.498364      2.258375      6.598414      0.498111     -0.521276    -0.139416  
  0.183197     76.443273      12.251911       128.485704     -13.485160     -2.691723      9.386563      0.686396     -0.528469    -0.296911  
  0.183619     76.032943      12.241988       137.777949     -8.594624     -12.650532      7.228198      0.745836     -0.594455    -0.296490  
  0.184042     75.748861      12.238741       147.330947     -3.244509     -10.844599      11.953127      0.869503     -0.532138    -0.111865  
  0.184443     75.306964      12.227148       156.243904      2.348579     -12.377890      6.132067      0.949121     -0.580802    -0.142681  
  0.184835     75.748861      12.234815       165.322807      0.095868     -10.606079      6.703483      0.923883     -0.492986    -0.216455  
  0.185252     75.843555      12.235897       174.117250      6.827345     -7.108529      4.704352      0.892200     -0.583916    -0.334433  
  0.185738     75.780427      12.240411       183.053932      4.116122     -9.106896      10.827607      0.747007     -0.461692    -0.184633  
  0.186154     75.906682      12.292779       191.066113      0.137733      1.010349      6.923736      0.742697     -0.338209    -0.152963  
  0.186574     76.285452      12.256649       201.282840     -0.135053     -1.876124      18.293545      0.594397     -0.201402    -0.241476  
  0.186984     76.380146      12.265577       210.527672     -2.416842     -4.430652      16.145793      0.430296     -0.128539    -0.330429  
  0.187376     75.875121      12.266328       219.345821      3.425284     -0.553640      16.129511      0.384169     -0.233663    -0.214091  
  0.187792     75.938249      12.274884       228.424724      8.640942      1.729994      10.732655      0.278409     -0.365888    -0.183164  
  0.188212     76.032943      12.283797       236.839898      12.087906      4.999790      12.054218      0.228774     -0.427421    -0.189100  
  0.188633     76.190764      12.292128       245.634341      11.638095      7.137238      8.428588      0.135917     -0.489727    -0.315051  
  0.189052     76.222324      12.297704       254.096928      9.245085      6.906175      8.479792      0.084666     -0.523725    -0.319223  
  0.189455     76.317018      12.310516       262.203935      2.867450      7.894178      10.808292      0.160988     -0.504493    -0.247023  
  0.189848     76.253891      12.313697       273.392541     -3.491416      8.196801      8.023676      0.201623     -0.515413    -0.071800  
  0.190271     76.537967      12.318262       281.641787     -7.564394      5.594614      12.772641      0.317167     -0.533240    -0.267358  
  0.190692     76.601094      12.318987       290.602158     -15.659538      4.577053      9.666196      0.467966     -0.473492    -0.303561  
  0.191109     76.411712      12.318113       299.301792     -15.395037     -1.084618      8.170804      0.583779     -0.528044    -0.264400  
  0.191526     76.096070      12.310582       308.546623     -15.690347     -2.360584      8.433455      0.750870     -0.512626    -0.081068  
  0.191903     75.843555      12.295963       316.582529     -9.609585     -14.250415      6.041663      0.747577     -0.570092    -0.124376  
  0.192321     76.096070      12.291041       327.154818     -3.487451     -7.643529      11.406345      0.933107     -0.504871    -0.304252  
  0.192736     76.032943      12.282493       336.162584     -0.335887     -14.083082      6.461081      0.856396     -0.521583    -0.295423  
  0.193155     75.717300      12.272352       345.122972      1.244641     -8.639856      8.631471      0.827139     -0.467866    -0.155624  
  0.193576     75.622606      12.252987       354.201894      7.503107     -6.044917      9.369237      0.748201     -0.489673    -0.185835  
  0.193981     76.096070      12.253175       2.732259      4.259681     -4.489491      7.458964      0.597695     -0.419992    -0.301564  
  0.194371     76.317018      12.242614       10.862972     -2.050073     -0.056243      5.794722      0.548836     -0.269550    -0.313670  
  0.194787     76.127630      12.173500       20.321149     -1.064661     -5.436435      13.515135      0.341844     -0.188833    -0.150167  
  0.195205     76.253891      12.215678       29.731915     -1.356523     -0.508016      15.832587      0.224391     -0.141819    -0.123269  
  0.195624     76.474839      12.211632       38.573769      2.521000      0.523721      16.220357      0.129699     -0.130949    -0.268894  
  0.196041     76.885176      12.212363       47.794898      9.802877      2.594699      10.998872      0.032943     -0.319067    -0.411736  
  0.196440     76.096070      12.194184       56.494523      8.857843      8.575249      8.500409     -0.016260     -0.369050    -0.244290  
  0.196836     76.064503      12.188568       65.928993      11.318192      7.965713      6.948871     -0.097103     -0.471300    -0.062879  
  0.197255     76.380146      12.193473       74.699738      7.236423      8.515978      13.661090     -0.073435     -0.413291    -0.237152  
  0.197675     76.537967      12.196583       83.565292      2.417446      8.877833      11.901056     -0.039779     -0.412662    -0.351028  
  0.198091     76.474839      12.269274       92.407148     -2.308761      4.298916      12.742907     -0.008162     -0.457758    -0.292534  
  0.198510     76.348585      12.195744       101.249004     -6.426139      4.576196      10.979051      0.165381     -0.524598    -0.099016  
  0.198886     76.190764      12.199204       110.422724     -15.609541      3.367127      6.214118      0.335467     -0.489591    -0.108377  
  0.199304     76.601094      12.213070       119.074937     -14.636722      0.185593      6.173919      0.474835     -0.521936    -0.277290  
  0.199795     76.474839      12.224757       127.324174     -13.216444     -1.779865      9.678333      0.680140     -0.534552    -0.356526  
  0.200177     75.938249      12.217327       137.446084     -8.767002     -10.886589      6.795262      0.768208     -0.581778    -0.161361  
  0.200557     75.559479      12.230034       146.809439     -2.641472     -12.658105      12.548790      0.884675     -0.521378    -0.094808  
  0.200930     75.654173      12.248121       155.698708      1.270009     -12.336750      5.835427      0.963862     -0.554997    -0.234072  
  0.201417     75.748861      12.257046       164.753904      0.290921     -13.146772      6.273841      0.927409     -0.494655    -0.285974  
  0.201797     75.685734      12.266770       173.809101      6.870256     -7.347962      5.071982      0.927373     -0.587398    -0.278871  
  0.202172     74.202216      12.258883       182.722059      3.809858     -7.652265      10.999347      0.789280     -0.430650    -0.092331  
  0.202548     75.875121      12.289810       191.516501      0.157211     -0.866831      6.536419      0.747739     -0.334332    -0.219228  
  0.202923     76.190764      12.296039       199.623509      0.197804     -2.035759      17.709282      0.616825     -0.210975    -0.345832  
  0.203301     75.811994      12.309920       209.342434     -1.307264     -4.741600      16.400036      0.463787     -0.156857    -0.290469  
  0.203677     76.032943      12.303347       218.919139      2.604071     -1.266218      15.259556      0.407426     -0.223579    -0.067155  
  0.204050     75.969809      12.302622       227.832115      7.498237      1.775934      10.337551      0.307637     -0.336453    -0.179409  
  0.204426     76.190764      12.303856       237.811794      11.451526      5.226784      12.502868      0.251214     -0.408684    -0.373236  
  0.204800     76.127630      12.314849       246.606237      12.197421      6.889974      9.339097      0.164239     -0.485729    -0.272622  
  0.205174     76.159197      12.298283       254.594712      10.452739      5.094753      9.129357      0.088243     -0.536200    -0.152890  
  0.205547     76.159197      12.291765       264.953678      3.364072      9.244213      10.810659      0.165837     -0.484423    -0.150560  
  0.205921     76.443273      12.287196       273.914049     -2.994620      7.963651      7.336827      0.183586     -0.501063    -0.256194  
  0.206298     76.758915      12.200411       282.637390     -7.276561      7.010746      10.945560      0.299716     -0.544010    -0.365742  
  0.206676     76.537967      12.273917       291.218492     -14.053851      5.198489      9.563786      0.437714     -0.501358    -0.172356  
